,FileName,RightElbowAngle,LeftElbowAngle,RightHandAngle,LeftHandAngle,RightKneeAngle,LeftKneeAngle,RightLegAngle,LeftLegAngle,target
0,DATASET/TRAIN/goddess/00000112.jpg,276.75980538835097,93.98123459360389,270.30060151582666,93.949137492487,107.56829533167077,251.97983740929982,102.87360981740301,257.2286642759839,goddess
1,DATASET/TRAIN/goddess/00000190.jpg,171.83805994597952,179.96031586616743,238.74737131878533,119.60897845894084,104.5396552939064,244.84654817571737,330.7774708313844,23.456256250475704,goddess
2,DATASET/TRAIN/goddess/00000348.jpg,258.6271233959195,112.90869588531376,260.6642574375072,112.61284072154453,107.13987528572393,262.578673604235,105.3727757049266,270.0176276014067,goddess
3,DATASET/TRAIN/goddess/00000115.jpg,197.1683453958562,157.85540087830546,267.9087673333642,90.5670215346065,96.93316219497306,269.9327215764047,88.20109510654157,273.8797288261222,goddess
4,DATASET/TRAIN/goddess/00000358.jpg,203.62262534587907,349.74685794072286,190.61312890847307,342.35804642304174,150.57561819068644,209.75975936548102,125.3744140038745,237.49813769353545,goddess
5,DATASET/TRAIN/goddess/00000401.jpg,12.606325075479123,319.5850003361771,297.8239374291613,49.78422585082145,63.36391515192727,295.13180112359146,105.11786109817135,262.01855026499254,goddess
6,DATASET/TRAIN/goddess/00000204.jpg,106.50337722448609,240.93551877925913,10.581607248314615,47.22198387117839,163.1351824774105,296.70459573511295,190.24872083484325,267.25368675699576,goddess
7,DATASET/TRAIN/goddess/00000198.jpg,204.82945500784217,146.6780953954931,217.68997109730103,186.1050605538636,176.74516079138522,179.93478110708446,178.8801618520578,189.9196514770967,goddess
8,DATASET/TRAIN/goddess/00000145.jpg,30.327152687339566,349.3858614089609,331.0094281928312,27.14075566636553,157.1998754989205,208.0035354095275,172.66778795768968,204.06408588972107,goddess
9,DATASET/TRAIN/goddess/00000219.jpg,33.41159413792343,325.65299984335894,342.02038208457884,14.622686823670909,39.57726649960253,320.81039447746673,111.64760420611924,250.85814305879137,goddess
10,DATASET/TRAIN/goddess/00000366.jpg,136.97277428312935,158.91405775117212,347.30887911027105,356.83357822981003,47.30501081871821,258.1516153744204,81.63246351211433,206.25091194417774,goddess
11,DATASET/TRAIN/goddess/00000385.jpg,121.96143754714782,306.0685944016744,348.4952143974381,25.169361747954394,162.0849514614474,183.66773925878599,166.205253318966,182.49378773337736,goddess
12,DATASET/TRAIN/goddess/00000379.jpg,72.33822497049673,159.24008646349702,311.9908498372273,24.645953826053873,5.20711217644026,14.857222730698965,101.78332979517705,36.0305300915715,goddess
13,DATASET/TRAIN/goddess/00000137.jpg,265.9396664209499,235.06513932949093,332.5283263616865,62.17422458781081,180.99638578377366,180.693540224623,178.48959012516093,188.96888553765942,goddess
14,DATASET/TRAIN/goddess/00000106.jpg,26.12181528434943,351.44472571082804,0.0022571032253152082,9.742378717825957,160.58968093104875,189.6687189810381,175.17331771099322,191.13253854704593,goddess
15,DATASET/TRAIN/goddess/00000392.jpg,82.68249500281475,91.89392385176393,70.05466467845734,106.11417274903607,185.79655929345518,184.34174577597088,184.26461618293902,183.42194360907416,goddess
16,DATASET/TRAIN/goddess/00000096.jpg,272.2145046574684,130.53240853359821,230.6750816813573,157.42199925653944,174.74738926434975,172.12041332575475,174.91974500266122,178.11379592466375,goddess
17,DATASET/TRAIN/goddess/00000202.jpg,272.4123435919794,86.24741104910824,271.23154638846603,82.12650181223027,112.01649762267324,239.70264348249626,105.43392940858061,245.7299966274326,goddess
18,DATASET/TRAIN/goddess/00000308.jpg,33.33899631237276,359.5076112147917,4.984180620958415,20.704396007226258,127.73964448617645,246.6336652034256,122.139662483439,248.3516338857674,goddess
19,DATASET/TRAIN/goddess/00000223.jpg,37.33084378331604,348.449887425894,345.03944992064214,14.878121062224045,143.23154030317917,214.16809427277738,145.27436526845884,195.45532830150808,goddess
20,DATASET/TRAIN/goddess/00000290.jpg,252.03281385603765,92.9529506880259,257.33165900142654,79.21325229838554,121.17961992343541,223.25941341023417,127.57152844847519,226.27164497749956,goddess
21,DATASET/TRAIN/goddess/00000231.jpg,282.6209511378008,81.4586258070533,277.15133473443484,80.11611479841861,46.932694037952956,262.5654254450211,45.850856249448434,256.67920314261437,goddess
22,DATASET/TRAIN/goddess/00000376.jpg,260.7743784554696,72.86492510284386,221.69279719036894,179.61539211734527,179.08147785301017,151.04908392055367,11.90054160585812,352.924456906635,goddess
23,DATASET/TRAIN/goddess/00000310.jpg,245.23396799459718,108.83349456014994,251.56640094701604,106.9853391853907,108.309803837884,257.3476743778996,107.7157191815416,257.3110512924495,goddess
24,DATASET/TRAIN/goddess/00000296.jpg,273.27117369195486,77.41386171431752,275.56987948773076,71.0244449408603,134.4639953078152,227.27123727083506,119.79213356233853,241.60402028384502,goddess
25,DATASET/TRAIN/goddess/00000246.jpg,194.52483743396814,259.37643751364146,304.2056196454128,2.4254122831549134,4.680405090498561,86.89008602058425,3.4240358611411,66.49064377248689,goddess
26,DATASET/TRAIN/goddess/00000173.jpg,295.93253974396964,180.92477230257495,287.62903023991004,151.13438444258503,183.42677857528602,247.41189725749075,135.14097610136722,243.90949024471794,goddess
27,DATASET/TRAIN/goddess/00000127.png,279.4149411104554,96.37084355342476,282.5417787649801,89.68513189946745,112.48972139380281,255.66410243121305,102.4495675577677,262.6007027945841,goddess
28,DATASET/TRAIN/goddess/00000125.jpg,267.35686380269635,112.99068439308844,292.61608594300145,84.80574871224924,132.5223746756925,255.500746238815,128.228270508504,256.64531661038785,goddess
29,DATASET/TRAIN/goddess/00000216.jpg,57.86003100850005,288.15456904147095,337.8938583834253,40.47450972168229,64.04709358206384,282.92632441107196,91.2045089280698,263.61554263749235,goddess
30,DATASET/TRAIN/goddess/00000134.jpg,325.7021680773778,264.122271830882,341.0554718281359,8.607614291612888,142.1553753445606,213.88125470186776,134.85818704090923,226.31814130092758,goddess
31,DATASET/TRAIN/goddess/00000280.jpg,285.04238149717173,79.53709198960732,286.2667755666751,72.80996360334333,127.6320077111333,236.65585215702873,125.1916089982407,236.89863816186138,goddess
32,DATASET/TRAIN/goddess/00000242.jpg,248.6380662477103,108.94790886998757,255.1994288124702,105.96788299056904,101.26171125203865,258.9423072345388,98.43960442889028,263.78972505517567,goddess
33,DATASET/TRAIN/goddess/00000135.jpeg,243.5731839721503,112.47641079588382,247.55736669997697,120.36465813622422,89.32504531431334,286.3686648334542,92.32506626325522,270.32443010354814,goddess
34,DATASET/TRAIN/goddess/00000228.jpg,255.43240319489098,106.28180004893485,255.5700520620001,105.5187003980844,103.24638074919979,262.5052574480949,96.79042002322109,267.86141547003,goddess
